Maker,Year,Colour,Abuja,Ibadan,Lagos,Brand New,Foreign Used,Nigerian Used,Amount
29,2007,2,0,0,1,0,1,0,3.2
29,2005,9,1,0,0,0,0,1,3.3
53,2008,9,0,0,1,0,1,0,4.0
29,2009,2,0,0,1,0,1,0,5.8
53,2020,22,1,0,0,0,1,0,11.5
53,2005,2,0,1,0,0,1,0,1.45
53,2016,17,1,0,0,0,1,0,11.5
29,1999,2,0,1,0,0,0,1,20.7
29,2019,22,0,0,1,0,1,0,15.5
34,2014,22,0,0,1,0,1,0,3.55
53,2004,22,1,0,0,0,0,1,5.3
34,2016,2,1,0,0,0,1,0,17.5
53,2014,2,1,0,0,0,0,1,4.05
34,2017,2,1,0,0,0,1,0,12.5
54,2008,9,0,0,1,0,0,1,4.6
34,2014,2,1,0,0,0,1,0,2.7
34,2013,18,1,0,0,0,1,0,5.9
17,2017,9,1,0,0,0,1,0,3.7
53,2009,9,1,0,0,0,1,0,26.0
19,2011,17,0,0,1,0,1,0,3.21
0,2008,18,0,0,1,0,1,0,9.85
53,2013,3,1,0,0,0,0,1,1.7
53,2012,18,1,0,0,0,1,0,23.0
53,2014,9,1,0,0,0,0,1,14.0
29,2020,2,1,0,0,1,0,0,2.25
53,2020,17,1,0,0,0,1,0,19.0
33,2008,17,1,0,0,0,0,1,14.5
53,2012,22,0,1,0,0,1,0,35.0
34,2016,3,0,0,1,0,1,0,2.03
34,2016,2,1,0,0,0,1,0,5.0
29,2008,22,1,0,0,0,0,1,10.5
17,2004,18,0,1,0,0,0,1,6.0
19,2013,18,0,0,1,0,1,0,5.7
53,2011,8,1,0,0,0,1,0,5.06
29,2016,22,0,0,1,0,1,0,4.0
53,2007,3,1,0,0,0,1,0,6.5
29,2008,15,0,0,1,0,1,0,4.5
53,2020,22,1,0,0,1,0,0,3.5
34,2016,2,0,0,1,0,1,0,65.0
29,2008,2,0,0,1,0,1,0,23.0
53,2016,2,1,0,0,0,1,0,1.4
3,2000,2,1,0,0,0,0,1,6.5
34,2009,22,1,0,0,0,1,0,14.5
0,2009,9,0,0,1,0,1,0,12.5
17,2006,8,0,1,0,0,1,0,3.6
53,2008,9,1,0,0,0,0,1,1.69
29,2007,2,0,0,1,0,1,0,4.5
25,2010,18,1,0,0,0,1,0,5.6
53,2008,8,0,0,1,0,1,0,23.5
34,2009,18,0,0,1,0,1,0,7.5
29,2009,4,0,0,1,0,1,0,4.55
53,2007,2,0,0,1,0,1,0,35.0
53,2007,18,1,0,0,0,1,0,13.3
53,2020,3,1,0,0,0,1,0,5.7
34,2009,18,1,0,0,0,1,0,7.0
0,2008,3,1,0,0,0,1,0,1.9
29,2011,2,0,0,1,0,1,0,4.3
53,2014,2,0,0,1,0,1,0,5.2
29,2013,2,1,0,0,0,1,0,2.81
17,2013,9,0,1,0,0,1,0,3.15
0,2006,9,1,0,0,0,0,1,8.0
21,2006,9,0,0,1,0,1,0,3.5
53,2015,9,1,0,0,0,1,0,6.1
53,2008,18,0,0,1,0,0,1,3.71
34,2003,2,1,0,0,0,0,1,5.5
34,2012,3,0,0,1,0,1,0,3.3
37,2002,17,0,0,1,0,0,1,9.5
34,2012,3,1,0,0,0,1,0,12.0
34,2015,9,1,0,0,0,1,0,4.3
29,2015,22,0,0,1,0,1,0,4.5
53,2008,3,0,0,1,0,1,0,6.0
17,2012,2,1,0,0,0,1,0,15.0
34,2010,17,0,0,1,0,1,0,9.5
19,2017,2,0,0,1,0,0,1,5.2
29,2018,2,0,0,1,0,1,0,1.8
53,2010,18,0,1,0,0,1,0,4.78
34,2007,3,1,0,0,0,1,0,8.2
34,2017,22,1,0,0,0,1,0,2.59
29,2017,2,0,0,1,0,1,0,2.2
34,2012,9,0,0,1,0,1,0,13.5
0,2008,9,0,0,1,0,1,0,0.9
29,2015,2,0,0,1,0,1,0,6.3
29,2010,2,0,0,1,0,1,0,13.5
34,2011,2,1,0,0,0,1,0,15.5
29,2010,2,1,0,0,0,1,0,7.0
34,2010,18,1,0,0,0,1,0,3.6
16,2021,2,1,0,0,1,0,0,8.5
29,2016,2,0,0,1,0,1,0,7.31
53,2008,18,1,0,0,0,0,1,175.0
29,2012,18,0,0,1,0,1,0,4.7
34,2006,8,1,0,0,0,0,1,6.0
29,2011,2,0,0,1,0,1,0,15.0
34,2010,22,0,0,1,0,1,0,18.0
53,2017,17,1,0,0,0,1,0,11.5
53,2003,9,0,0,1,0,0,1,4.0
29,2007,3,0,0,1,0,1,0,10.5
29,2021,2,1,0,0,0,0,1,12.55
34,2007,2,0,0,1,0,1,0,7.6
54,2010,9,0,0,1,0,0,1,16.0
34,2009,2,1,0,0,0,0,1,6.9
53,2009,17,1,0,0,0,1,0,55.0
29,2007,2,0,0,1,0,0,1,35.0
34,2007,18,1,0,0,0,1,0,2.2
53,2018,2,1,0,0,0,1,0,15.0
53,2011,9,0,0,1,0,1,0,2.4
54,2013,2,0,0,1,0,1,0,8.55
29,2010,9,0,0,1,0,1,0,7.45
53,2003,18,1,0,0,0,1,0,7.7
53,2016,2,1,0,0,0,1,0,2.03
53,2008,9,0,1,0,0,1,0,5.5
34,2010,22,0,0,1,0,1,0,24.5
34,2010,2,0,0,1,0,1,0,5.5
17,2013,2,1,0,0,0,1,0,1.35
17,2006,2,0,1,0,0,1,0,6.0
53,2004,10,0,1,0,0,0,1,5.9
53,2012,2,1,0,0,0,0,1,4.15
29,2013,2,0,0,1,0,1,0,3.0
34,2011,22,0,0,1,0,1,0,8.8
14,2017,13,1,0,0,0,0,1,6.15
50,2011,18,0,0,1,0,1,0,3.6
29,2007,18,0,0,1,0,1,0,5.1
53,2012,8,0,0,1,0,1,0,2.4
37,2002,17,0,1,0,0,1,0,6.85
34,2008,22,1,0,0,0,0,1,3.15
29,2013,18,1,0,0,0,1,0,7.0
1,2008,8,1,0,0,0,1,0,5.0
34,2006,13,0,0,1,0,0,1,6.0
29,2013,18,1,0,0,0,1,0,4.8
34,2010,18,0,0,1,0,1,0,1.55
34,2012,18,0,0,1,0,1,0,14.5
53,2010,2,1,0,0,0,1,0,9.5
39,2016,2,1,0,0,0,1,0,7.95
29,2009,18,0,0,1,0,1,0,7.0
37,2014,2,0,0,1,0,0,1,4.73
53,2012,18,0,0,1,0,0,1,4.1
40,2009,2,0,1,0,0,0,1,10.5
53,2012,3,0,0,1,0,1,0,1.45
36,2013,22,0,0,1,0,1,0,4.48
34,2017,22,1,0,0,0,1,0,10.0
53,2011,18,0,0,1,0,1,0,5.0
43,2021,22,1,0,0,1,0,0,2.8
34,2021,2,1,0,0,0,1,0,9.8
34,2008,8,1,0,0,0,0,1,5.61
53,2013,9,0,0,1,0,1,0,8.2
53,2008,9,0,1,0,0,1,0,35.0
29,2008,4,0,0,1,0,1,0,8.5
29,2008,3,1,0,0,0,0,1,16.7
25,2007,17,1,0,0,0,1,0,6.19
17,2019,9,1,0,0,0,1,0,2.35
29,2008,18,0,0,1,0,1,0,2.7
34,2017,2,0,0,1,0,1,0,4.65
53,2008,18,0,0,1,0,1,0,7.2
29,2020,2,0,0,1,1,0,0,20.0
29,2013,8,0,0,1,0,1,0,5.0
53,2008,9,0,0,1,0,1,0,450.0
34,2015,2,1,0,0,0,1,0,170.0
53,2009,2,0,0,1,0,1,0,3.2
19,2013,4,1,0,0,0,1,0,12.5
29,2005,1,0,0,1,0,1,0,3.35
34,2019,3,1,0,0,0,1,0,6.1
29,2006,3,0,0,1,0,0,1,2.81
34,2014,4,0,0,1,0,1,0,2.9
53,2003,10,0,1,0,0,1,0,12.5
17,2007,8,1,0,0,0,1,0,4.8
53,2008,2,0,0,1,0,1,0,33.5
21,2002,9,0,0,1,0,0,1,4.2
53,2011,4,1,0,0,0,0,1,54.0
11,2019,22,0,0,1,0,1,0,11.0
34,2010,9,1,0,0,0,1,0,5.5
29,2014,17,1,0,0,0,1,0,19.8
29,2006,8,1,0,0,0,0,1,6.0
29,2006,3,0,0,1,0,1,0,4.3
53,2012,2,1,0,0,0,1,0,6.5
54,2013,3,1,0,0,0,1,0,47.0
25,2006,22,1,0,0,0,0,1,3.04
29,2001,3,0,0,1,0,1,0,10.8
17,2007,2,0,1,0,0,0,1,3.3
29,2008,8,0,0,1,0,1,0,1.9
53,2010,9,0,1,0,0,1,0,5.5
29,2004,18,0,0,1,0,1,0,1.58
29,2013,9,0,0,1,0,1,0,5.0
34,2007,2,1,0,0,0,0,1,32.5
34,2008,2,1,0,0,0,1,0,9.56
29,2021,2,0,0,1,1,0,0,12.5
53,2012,17,1,0,0,0,0,1,3.8
53,2005,8,0,0,1,0,1,0,5.2
40,2008,8,1,0,0,0,1,0,5.2
34,2009,2,1,0,0,0,1,0,6.7
29,2008,18,0,0,1,0,1,0,1.35
37,2013,2,0,1,0,0,0,1,3.4
53,2014,9,1,0,0,0,1,0,1.39
34,2015,22,1,0,0,0,1,0,7.5
17,2014,18,1,0,0,0,0,1,3.6
29,2004,18,1,0,0,0,0,1,5.5
53,2009,17,0,0,1,0,1,0,9.3
34,2012,2,0,0,1,0,1,0,1.55
29,2019,22,0,0,1,0,1,0,5.5
17,2018,22,0,0,1,0,1,0,95.0
54,2006,18,0,1,0,0,1,0,3.65
3,2001,3,0,0,1,0,1,0,3.9
28,2018,22,0,0,1,0,1,0,3.4
17,2009,18,1,0,0,0,1,0,4.7
29,2013,2,0,0,1,0,1,0,4.6
53,2006,8,1,0,0,0,1,0,5.63
34,2015,22,1,0,0,0,1,0,9.9
28,2007,2,1,0,0,0,0,1,35.0
34,2014,18,1,0,0,0,1,0,4.0
53,2012,10,1,0,0,0,1,0,2.0
29,2010,2,0,0,1,0,1,0,3.7
53,2012,3,0,1,0,0,1,0,6.9
34,2012,2,0,0,1,0,1,0,32.0
29,2012,9,0,0,1,0,1,0,13.5
29,2007,8,0,0,1,0,1,0,1.75
53,2010,4,1,0,0,0,0,1,1.25
53,2016,18,0,0,1,0,1,0,43.0
29,2014,18,1,0,0,0,1,0,3.3
34,2016,2,1,0,0,0,1,0,17.0
53,2008,2,1,0,0,0,1,0,3.2
53,2007,17,0,0,1,0,0,1,13.0
53,2000,18,0,0,1,0,0,1,4.6
53,2008,9,0,0,1,0,1,0,14.5
29,2003,2,0,1,0,0,1,0,7.75
53,2012,9,0,0,1,0,1,0,5.9
34,2011,17,1,0,0,0,1,0,4.0
17,2020,18,1,0,0,0,1,0,8.0
29,2003,22,0,1,0,0,1,0,5.7
34,2009,22,0,0,1,0,0,1,4.2
53,2019,9,0,0,1,0,1,0,5.2
34,2011,18,0,0,1,0,1,0,17.5
34,2015,22,1,0,0,0,1,0,10.8
29,2006,18,0,0,1,0,1,0,12.3
34,2020,2,1,0,0,0,1,0,6.7
8,2007,2,1,0,0,0,0,1,2.35
53,2006,18,0,1,0,0,0,1,1.07
53,2013,2,0,0,1,0,1,0,5.9
53,2021,2,1,0,0,1,0,0,2.65
29,2016,2,1,0,0,0,1,0,8.45
53,2006,2,1,0,0,0,0,1,16.0
3,2006,2,0,1,0,0,1,0,13.5
14,2021,9,1,0,0,1,0,0,2.6
29,2016,2,0,0,1,0,1,0,3.94
53,2014,10,1,0,0,0,1,0,10.69
17,2012,4,1,0,0,0,0,1,7.8
19,2009,18,1,0,0,0,0,1,15.0
39,2006,18,1,0,0,0,1,0,3.3
53,2004,9,1,0,0,0,1,0,66.0
17,2006,4,1,0,0,0,1,0,28.0
53,2021,2,1,0,0,0,0,1,2.1
19,2013,17,1,0,0,0,0,1,5.0
29,2014,22,1,0,0,0,1,0,80.0
29,2010,2,0,0,1,0,1,0,13.0
34,2021,2,1,0,0,1,0,0,1.98
29,2004,2,1,0,0,0,0,1,2.25
14,2010,17,0,1,0,0,1,0,38.5
17,2015,22,1,0,0,0,1,0,25.0
29,2020,9,1,0,0,1,0,0,5.4
53,2012,18,0,0,1,0,1,0,2.5
28,2018,11,1,0,0,0,1,0,1.13
34,2011,18,0,0,1,0,1,0,1.8
0,2019,22,0,0,1,0,1,0,2.75
53,2011,9,0,0,1,0,1,0,2.81
53,2020,18,1,0,0,1,0,0,7.65
29,2011,8,0,0,1,0,1,0,3.0
53,2004,18,0,0,1,0,1,0,13.5
34,2010,2,0,1,0,0,1,0,9.85
34,2011,18,0,0,1,0,1,0,298.0
53,2020,9,0,0,1,0,1,0,3.5
29,2007,18,1,0,0,0,1,0,6.5
53,2004,2,1,0,0,0,0,1,7.2
34,2014,2,0,0,1,0,1,0,26.8
28,2021,2,1,0,0,1,0,0,12.5
25,2011,18,1,0,0,0,0,1,42.0
19,2006,4,0,0,1,0,0,1,12.5
53,2009,9,0,0,1,0,0,1,20.8
53,2017,22,1,0,0,0,0,1,4.65
53,2008,18,1,0,0,0,0,1,27.0
29,2014,9,0,0,1,0,1,0,9.0
53,2008,3,0,0,1,0,0,1,3.3
17,2007,18,1,0,0,0,0,1,6.3
53,2010,22,1,0,0,0,0,1,6.0
0,2019,2,0,0,1,0,1,0,25.0
29,2019,2,0,0,1,0,1,0,4.8
18,2006,2,1,0,0,0,0,1,1.65
17,2006,18,1,0,0,0,0,1,13.5
29,2011,9,0,0,1,0,1,0,70.0
17,2004,17,0,1,0,0,0,1,2.35
54,2013,2,1,0,0,0,1,0,1.69
34,2017,2,1,0,0,0,1,0,4.5
14,2009,22,0,0,1,0,0,1,10.6
53,2010,2,0,0,1,0,1,0,4.5
17,2008,18,0,1,0,0,1,0,11.5
53,2018,3,1,0,0,0,1,0,2.8
53,2017,3,1,0,0,0,1,0,2.81
25,2009,2,0,0,1,0,1,0,6.75
34,2007,4,0,0,1,0,1,0,18.9
17,2009,2,1,0,0,0,0,1,36.5
53,2018,9,0,0,1,0,1,0,5.5
53,2010,9,0,0,1,0,1,0,1.1
53,2009,18,0,0,1,0,1,0,4.85
53,2016,2,1,0,0,0,1,0,0.9
34,2008,2,1,0,0,0,0,1,4.65
11,2013,3,1,0,0,0,1,0,18.0
53,2018,18,1,0,0,0,1,0,2.59
34,2007,2,0,0,1,0,0,1,7.5
53,2014,17,1,0,0,0,1,0,3.2
53,2010,18,0,0,1,0,1,0,11.7
34,2017,2,1,0,0,0,1,0,5.7
28,2018,9,1,0,0,0,1,0,1.19
53,2010,2,0,0,1,0,1,0,4.3
53,2004,5,0,1,0,0,0,1,2.2
29,2015,2,0,0,1,0,1,0,25.5
29,2015,2,1,0,0,0,0,1,7.55
34,2017,3,1,0,0,0,0,1,3.65
53,2015,3,1,0,0,0,1,0,5.9
53,2011,9,1,0,0,0,1,0,4.8
49,2014,2,0,0,1,0,0,1,9.5
29,2014,22,0,0,1,0,1,0,12.0
53,2011,18,0,0,1,0,1,0,2.8
53,2017,9,0,0,1,0,1,0,6.19
53,2009,18,1,0,0,0,0,1,7.8
29,2007,18,0,0,1,0,1,0,42.0
17,2003,18,0,0,1,0,0,1,49.0
53,2008,8,0,1,0,0,1,0,6.8
34,2013,3,0,0,1,0,1,0,1.13
53,2014,18,0,0,1,0,1,0,9.5
53,2019,17,1,0,0,0,1,0,14.2
53,2008,2,0,1,0,0,1,0,24.0
53,2005,8,0,0,1,0,1,0,7.1
34,2011,9,1,0,0,0,1,0,3.8
11,2008,22,1,0,0,0,1,0,3.38
34,2019,2,0,0,1,0,1,0,9.15
34,2016,2,1,0,0,0,1,0,11.25
53,2021,2,1,0,0,1,0,0,15.5
34,2017,2,0,0,1,0,1,0,2.5
53,2010,10,1,0,0,0,0,1,3.8
53,2000,3,1,0,0,0,0,1,0.73
19,2017,2,1,0,0,0,1,0,4.7
53,2015,9,1,0,0,0,1,0,10.5
7,2019,2,1,0,0,0,1,0,9.5
39,2005,18,1,0,0,0,0,1,19.0
53,2020,2,1,0,0,1,0,0,3.3
36,1995,22,0,0,1,0,1,0,2.65
17,2006,9,1,0,0,0,0,1,7.2
34,2008,2,1,0,0,0,0,1,3.6
34,2016,2,1,0,0,0,1,0,18.85
29,2018,17,0,0,1,0,1,0,98.0
14,2014,9,1,0,0,0,1,0,40.0
34,2015,4,0,0,1,0,1,0,19.0
53,2004,18,0,0,1,0,1,0,2.3
34,2010,2,0,1,0,0,1,0,1.5
29,2001,2,0,0,1,0,0,1,7.5
0,2011,9,0,0,1,0,1,0,7.5
53,2020,3,1,0,0,0,1,0,70.0
29,2005,18,1,0,0,0,1,0,1.6
53,2012,2,0,1,0,0,0,1,31.8
19,2015,18,1,0,0,0,1,0,2.05
28,2008,2,1,0,0,0,0,1,1.35
53,2013,3,0,0,1,0,1,0,4.5
29,2010,18,1,0,0,0,1,0,24.0
29,2013,2,0,1,0,0,1,0,23.0
0,2009,2,0,0,1,0,1,0,8.0
37,2005,8,0,0,1,0,0,1,27.5
53,2016,18,0,0,1,0,1,0,3.09
17,2003,10,0,0,1,0,0,1,6.7
53,2007,2,0,0,1,0,1,0,1.91
53,2009,22,0,0,1,0,1,0,6.5
53,2010,22,0,0,1,0,1,0,26.0
53,2001,18,0,0,1,0,0,1,3.8
29,2002,2,0,0,1,1,0,0,2.0
39,2014,22,1,0,0,0,0,1,6.4
29,2008,9,0,0,1,0,1,0,3.1
29,2011,8,0,0,1,0,1,0,9.5
29,2007,17,0,0,1,0,1,0,8.7
53,2008,18,0,0,1,0,1,0,11.0
29,2018,18,0,0,1,0,1,0,4.8
53,2013,17,0,0,1,0,1,0,1.13
53,2000,22,1,0,0,0,1,0,10.89
29,2011,17,0,0,1,0,1,0,1.01
35,2012,18,1,0,0,0,0,1,5.5
19,2011,2,0,0,1,0,0,1,10.3
34,2012,2,1,0,0,0,1,0,8.0
29,2008,2,1,0,0,0,1,0,1.01
53,2003,22,1,0,0,0,0,1,2.81
29,2011,18,0,0,1,0,1,0,6.5
53,2012,2,1,0,0,0,0,1,5.9
53,2014,2,0,0,1,0,1,0,5.9
53,2020,2,0,0,1,0,1,0,3.55
53,2008,2,1,0,0,0,0,1,4.15
53,2006,22,0,0,1,0,1,0,27.9
53,2007,8,0,1,0,0,1,0,8.7
29,2007,3,0,0,1,0,1,0,2.5
29,2016,2,1,0,0,0,1,0,6.5
53,2011,18,0,0,1,0,1,0,4.5
53,2013,22,0,0,1,0,1,0,2.81
34,2021,9,1,0,0,0,1,0,12.5
53,2017,18,0,0,1,0,1,0,8.5
34,2020,3,0,0,1,0,1,0,2.5
53,2004,3,1,0,0,0,1,0,10.0
34,2018,17,0,0,1,0,1,0,4.16
53,2007,17,0,1,0,0,0,1,23.0
36,2017,18,0,0,1,0,0,1,45.0
34,2013,22,0,0,1,0,1,0,2.6
53,2011,2,0,0,1,0,0,1,5.5
14,2012,2,0,0,1,0,0,1,3.25
34,2015,10,1,0,0,0,1,0,4.4
3,2006,17,1,0,0,0,0,1,35.0
29,2006,8,0,0,1,0,1,0,9.85
29,2014,9,1,0,0,0,1,0,9.6
53,2001,17,0,0,1,0,0,1,47.0
34,2013,22,0,0,1,0,1,0,18.5
53,2012,2,0,0,1,0,1,0,29.5
53,2020,17,1,0,0,0,1,0,2.5
53,2010,2,1,0,0,0,0,1,19.5
53,2017,2,1,0,0,0,1,0,2.55
53,2013,2,1,0,0,0,1,0,12.5
34,2003,22,0,0,1,0,1,0,14.5
53,2007,10,1,0,0,0,0,1,7.0
53,2009,22,1,0,0,0,1,0,3.94
29,2010,8,0,0,1,0,1,0,13.0
33,2008,2,1,0,0,0,1,0,2.0
53,2019,9,0,0,1,0,1,0,5.0
34,2004,22,1,0,0,0,0,1,11.2
54,2013,2,1,0,0,0,0,1,1.69
53,2009,22,0,0,1,0,1,0,13.5
53,2004,3,1,0,0,0,0,1,8.5
14,2013,3,0,0,1,0,0,1,17.0
53,2008,8,1,0,0,0,1,0,5.1
25,2021,2,0,0,1,1,0,0,16.5
36,2012,2,0,0,1,0,0,1,4.9
53,2021,2,1,0,0,1,0,0,15.69
14,2007,22,0,0,1,0,0,1,3.2
53,2020,2,1,0,0,0,1,0,4.3
29,2011,18,0,0,1,0,1,0,8.5
53,2015,9,1,0,0,0,1,0,3.9
17,2011,9,1,0,0,0,0,1,18.0
29,2008,18,1,0,0,0,0,1,1.6
3,2008,10,1,0,0,0,1,0,2.5
53,2012,22,1,0,0,0,1,0,3.5
29,2008,1,0,0,1,0,1,0,2.0
53,2017,18,1,0,0,0,1,0,5.63
29,2020,2,0,0,1,1,0,0,7.5
53,2013,9,0,0,1,0,1,0,11.8
19,2017,4,1,0,0,0,0,1,2.2
53,2008,8,0,0,1,0,1,0,115.0
53,2020,2,0,0,1,1,0,0,2.36
29,2008,2,0,1,0,0,1,0,63.0
53,2005,22,0,0,1,0,0,1,8.95
34,2017,2,1,0,0,0,1,0,12.9
53,2007,5,0,0,1,0,1,0,2.8
35,2014,3,1,0,0,0,1,0,3.7
29,2010,18,0,0,1,0,0,1,3.71
29,2011,3,1,0,0,0,0,1,4.2
34,2017,2,1,0,0,0,1,0,4.5
34,2014,2,0,0,1,0,1,0,12.0
3,2014,22,1,0,0,0,1,0,165.0
33,2013,3,1,0,0,0,1,0,7.7
29,2017,2,0,0,1,0,1,0,5.5
53,2007,3,1,0,0,0,1,0,4.6
53,2017,3,0,0,1,0,1,0,55.0
29,2013,18,0,1,0,0,1,0,4.3
17,2019,9,1,0,0,0,1,0,1.58
53,2011,9,0,0,1,0,1,0,31.0
29,2007,3,1,0,0,0,0,1,3.9
14,2018,2,1,0,0,0,1,0,6.8
53,2010,9,0,0,1,0,1,0,4.28
53,2014,18,0,0,1,0,1,0,6.1
34,2016,22,1,0,0,0,1,0,36.0
29,2005,2,1,0,0,0,1,0,12.8
34,2014,2,0,0,1,0,1,0,11.0
53,2010,2,0,0,1,0,1,0,2.0
34,2017,3,1,0,0,0,1,0,46.0
24,2007,17,1,0,0,0,0,1,3.8
53,2020,18,1,0,0,1,0,0,17.5
29,2010,10,0,1,0,0,1,0,12.0
29,2002,8,0,0,1,0,1,0,10.5
53,2007,22,0,0,1,0,1,0,3.8
53,2007,8,1,0,0,0,1,0,3.5
34,2008,2,0,0,1,0,1,0,15.0
53,2012,9,0,0,1,0,1,0,11.5
29,2020,9,0,0,1,0,1,0,8.3
0,2009,22,0,1,0,0,1,0,22.5
53,2007,2,0,0,1,0,0,1,4.3
29,2010,2,0,0,1,0,1,0,13.4
53,2021,2,1,0,0,0,1,0,5.95
17,2015,9,1,0,0,0,0,1,25.0
29,2013,9,0,0,1,0,0,1,6.2
54,2006,18,1,0,0,0,1,0,25.0
34,2009,22,0,1,0,0,1,0,15.8
34,2015,22,0,0,1,0,1,0,2.47
34,2014,2,0,0,1,0,1,0,4.1
29,2011,22,0,0,1,0,1,0,3.55
29,2010,18,1,0,0,0,1,0,5.45
53,2012,9,0,0,1,0,0,1,4.95
29,2011,9,0,0,1,0,1,0,27.5
53,2017,17,1,0,0,0,1,0,3.8
29,2005,2,0,0,1,0,0,1,1.8
29,2020,2,0,0,1,1,0,0,8.4
34,2017,9,0,0,1,0,1,0,40.0
17,2010,18,0,1,0,0,0,1,4.9
17,2012,18,1,0,0,0,0,1,16.5
28,2020,3,1,0,0,0,1,0,2.5
29,2016,17,1,0,0,0,1,0,6.5
34,2019,22,0,0,1,0,1,0,12.6
53,2012,18,1,0,0,0,1,0,15.5
29,2001,22,0,1,0,0,0,1,8.5
53,2010,3,0,1,0,0,1,0,8.9
53,2018,2,0,0,1,0,0,1,4.5
53,2013,17,0,0,1,0,1,0,3.6
25,2005,4,1,0,0,0,0,1,14.5
29,2013,22,0,0,1,0,0,1,3.8
53,2008,17,0,0,1,0,1,0,140.0
29,2007,8,0,0,1,0,1,0,21.5
17,2012,2,1,0,0,0,0,1,3.35
53,2004,9,0,1,0,0,0,1,2.35
53,2009,2,0,1,0,0,1,0,120.0
34,2014,17,0,0,1,0,1,0,17.0
39,2014,9,1,0,0,0,0,1,45.0
17,2007,2,0,0,1,0,0,1,7.65
0,2007,22,0,0,1,0,1,0,1.7
34,2008,2,1,0,0,0,1,0,4.8
29,2004,18,0,0,1,0,0,1,45.0
43,2016,2,1,0,0,0,1,0,5.8
23,2017,9,0,0,1,0,1,0,2.0
34,2006,8,1,0,0,0,1,0,13.5
53,2019,2,1,0,0,0,1,0,8.7
34,2014,17,1,0,0,0,1,0,4.6
29,2008,2,1,0,0,0,1,0,2.5
25,2013,9,0,0,1,0,0,1,1.99
34,2022,22,1,0,0,0,1,0,3.6
53,2008,17,0,0,1,0,0,1,6.73
34,2011,2,0,0,1,0,1,0,2.65
1,2012,2,1,0,0,0,1,0,1.69
29,2008,9,1,0,0,0,1,0,4.2
19,2013,17,1,0,0,0,0,1,3.2
29,2016,22,0,0,1,0,1,0,1.98
29,2011,14,0,0,1,0,1,0,185.0
34,2016,2,1,0,0,0,1,0,12.33
29,2015,22,0,0,1,0,1,0,3.7
34,2006,8,0,0,1,0,1,0,15.0
29,2002,8,0,0,1,0,1,0,12.0
17,2016,3,1,0,0,0,1,0,4.6
53,2011,9,0,0,1,0,1,0,2.25
53,2008,17,0,1,0,0,1,0,56.0
34,2011,2,1,0,0,0,0,1,2.48
53,2016,10,0,1,0,0,1,0,8.8
53,2014,9,0,1,0,0,1,0,5.0
53,2007,3,1,0,0,0,0,1,4.85
53,2006,18,0,0,1,0,1,0,3.95
40,2009,17,1,0,0,0,1,0,26.5
53,2005,8,0,1,0,0,1,0,5.3
17,2008,18,1,0,0,0,0,1,14.35
17,2004,8,1,0,0,0,0,1,14.0
53,2013,9,1,0,0,0,1,0,5.0
34,2013,2,0,0,1,0,1,0,3.3
34,2017,2,1,0,0,0,1,0,8.05
53,2004,22,1,0,0,0,0,1,13.5
53,2008,18,1,0,0,0,0,1,5.45
53,2012,9,1,0,0,0,1,0,4.1
53,2015,17,1,0,0,0,1,0,13.5
34,2012,18,1,0,0,0,0,1,8.0
29,2009,2,0,0,1,0,1,0,2.0
34,2009,2,1,0,0,0,0,1,2.81
53,2019,9,0,0,1,0,1,0,3.3
53,2006,2,1,0,0,0,0,1,3.0
21,2005,2,0,0,1,0,1,0,1.6
34,2006,8,0,0,1,0,0,1,1.05
34,2016,22,1,0,0,0,1,0,4.65
53,2004,18,1,0,0,0,1,0,11.3
29,2019,2,1,0,0,0,1,0,17.5
53,2013,17,0,0,1,0,1,0,1.9
37,2004,8,0,0,1,0,0,1,3.0
53,2003,3,0,1,0,0,0,1,5.0
29,2008,2,1,0,0,0,0,1,7.6
28,2019,9,1,0,0,0,1,0,5.5
55,2015,22,0,0,1,0,1,0,4.6
53,2018,3,1,0,0,0,1,0,3.3
53,2015,3,0,0,1,0,1,0,29.0
29,2006,18,0,0,1,0,1,0,3.35
53,2010,9,1,0,0,0,1,0,1.91
53,2007,9,1,0,0,0,1,0,3.94
29,2010,2,1,0,0,0,1,0,13.0
34,2020,2,1,0,0,1,0,0,2.75
29,2015,2,0,0,1,0,1,0,28.6
39,2001,3,0,0,1,0,0,1,4.8
53,2010,2,0,0,1,0,1,0,0.9
53,2007,9,0,0,1,0,1,0,1.4
34,2002,18,0,0,1,0,0,1,3.0
29,2005,2,0,1,0,0,0,1,40.0
34,2004,18,1,0,0,0,0,1,7.85
34,2017,2,0,0,1,0,1,0,13.0
53,2010,18,1,0,0,0,0,1,14.75
29,2009,8,0,0,1,0,1,0,5.8
29,2018,8,1,0,0,0,1,0,4.6
53,2011,18,1,0,0,0,1,0,3.8
17,2004,18,0,0,1,0,0,1,6.5
34,2005,18,1,0,0,0,0,1,290.0
34,2012,2,1,0,0,0,1,0,13.0
34,2016,9,1,0,0,0,1,0,1.01
17,2008,2,1,0,0,0,1,0,7.0
53,2003,5,1,0,0,0,1,0,3.1
53,2010,3,0,0,1,0,1,0,1.5
53,2020,2,1,0,0,0,0,1,2.98
29,2008,9,1,0,0,0,1,0,1.2
29,2004,2,1,0,0,0,0,1,34.0
0,2011,3,0,0,1,0,1,0,2.95
53,2014,18,0,0,1,0,1,0,4.95
